"id","op_id","sortid","名称","効果","付加係数","要求レベル上昇","ネックレス","ヘルメット","冠","イヤリング","マント","ベルト","グローブ","投擲機","爪","ブレスレット","共用鎧","専用鎧","ブーツ","リング","片手剣","両手剣","槍","弓","杖","牙","メイス","翼","笛","短剣","格闘武器","スリング","ワンド","鞭","鎌","爪武器","本","双剣","ほうき","ダークコア","双拳銃","錬金石","チェインアンカー","盾","鞘","矢","腕刺青","ブローチ","獣毛装飾","十字架","肩刺青","マスターキー","保護帯","スリング弾丸","星群","契約霊","ウォーペイント","コサージュ","魔弾石","触媒石","ラム酒","宝石"
"509","24","1121","[防御効率Lv1 DX]","防御力 +[151~200]％","10","250","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"590","24","1131","[防御効率Lv1 ULT]","防御力 +[201~250]％","10","350","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702","24","30039","[強固な]","防御力 +60％","100","0","","●","","","","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"878","24","30059","[守備隊の]","防御力 +110％","100","0","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"914","24","30069","[シュルト]","防御力 +300％","100","0","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"121","25","1111","[防御力Lv1]","防御力 +1","100","5","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"122","25","1112","[防御力Lv2]","防御力 +2","100","25","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"123","25","1113","[防御力Lv3]","防御力 +[3~4]","95","45","●","●","●","●","●","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"124","25","1114","[防御力Lv4]","防御力 +[5~7]","80","65","●","●","●","●","●","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"125","25","1115","[防御力Lv5]","防御力 +[8~10]","65","85","","●","●","","","●","●","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"510","25","1122","[防御力Lv1 DX]","防御力 +[11~13]","50","235","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"591","25","1132","[防御力Lv1 ULT]","防御力 +[14~20]","50","335","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"126","26","1201","[最大HP効率Lv1]","最大HP +[5~10]％","100","45","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"127","26","1202","[最大HP効率Lv2]","最大HP +[11~15]％","95","55","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"128","26","1203","[最大HP効率Lv3]","最大HP +[16~25]％","85","65","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"129","26","1204","[最大HP効率Lv4]","最大HP +[26~40]％","70","75","●","●","●","●","●","●","","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"130","26","1205","[最大HP効率Lv5]","最大HP +[41~70]％","50","85","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131","26","1206","[最大HP効率Lv6]","最大HP +[71~100]％","25","95","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"511","26","1231","[HP効率Lv1 DX]","最大HP +[101~120]％","10","245","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"592","26","1251","[HP効率Lv1 ULT]","最大HP +[121~150]％","10","345","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"703","26","30040","[覇気の]","最大HP +60％","100","0","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"879","26","30060","[堂々たる]","最大HP +80％","100","0","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"915","26","30070","[タポ]","最大HP +200％","100","0","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132","27","1207","[最大HPLv1]","最大HP +[1~2]","100","1","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"133","27","1208","[最大HPLv2]","最大HP +[3~5]","100","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"134","27","1209","[最大HPLv3]","最大HP +[6~10]","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"135","27","1210","[最大HPLv4]","最大HP +[11~16]","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"136","27","1211","[最大HPLv5]","最大HP +[17~24]","100","11","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"137","27","1212","[最大HPLv6]","最大HP +[25~35]","100","16","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","","●"
"138","27","1213","[最大HPLv7]","最大HP +[36~50]","83","23","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","",""
"139","27","1214","[最大HPLv8]","最大HP +[51~70]","66","32","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","","",""
"140","27","1215","[最大HPLv9]","最大HP +[71~100]","50","43","●","","●","●","●","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141","27","1216","[最大HPLv10]","最大HP +[101~145]","33","56","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","27","1217","[最大HPLv11]","最大HP +[146~200]","17","71","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"512","27","1241","[最大HPLv1 DX]","最大HP +[201~250]","10","221","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"593","27","1261","[最大HPLv1 ULT]","最大HP +[206~255]","10","321","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143","28","1301","[最大CP効率Lv1]","最大CP +[5~10]％","100","35","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"144","28","1302","[最大CP効率Lv2]","最大CP +[11~15]％","95","47","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"145","28","1303","[最大CP効率Lv3]","最大CP +[16~25]％","85","59","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"146","28","1304","[最大CP効率Lv4]","最大CP +[26~40]％","70","71","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","",""
"147","28","1305","[最大CP効率Lv5]","最大CP +[41~70]％","50","83","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148","28","1306","[最大CP効率Lv6]","最大CP +[71~100]％","25","95","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"513","28","1331","[CP効率Lv1 DX]","最大CP +[101~120]％","10","245","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"594","28","1351","[CP効率Lv1 ULT]","最大CP +[121~150]％","10","345","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"916","28","30071","[ケイルン]","最大CP +200％","100","0","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","29","1307","[最大CPLv1]","最大CP +[1~2]","100","1","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"150","29","1308","[最大CPLv2]","最大CP +[3~5]","100","2","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"151","29","1309","[最大CPLv3]","最大CP +[6~10]","100","4","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"152","29","1310","[最大CPLv4]","最大CP +[11~16]","100","7","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"153","29","1311","[最大CPLv5]","最大CP +[17~24]","100","11","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"154","29","1312","[最大CPLv6]","最大CP +[25~35]","100","16","●","●","●","●","●","●","","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"155","29","1313","[最大CPLv7]","最大CP +[36~50]","83","22","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"156","29","1314","[最大CPLv8]","最大CP +[51~70]","66","29","●","●","●","●","●","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"157","29","1315","[最大CPLv9]","最大CP +[71~100]","50","37","●","","●","●","●","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158","29","1316","[最大CPLv10]","最大CP +[101~145]","33","46","●","","●","●","●","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159","29","1317","[最大CPLv11]","最大CP +[146~200]","17","56","●","","●","●","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"514","29","1341","[最大CPLv1 DX]","最大CP +[201~250]","10","206","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"595","29","1361","[最大CPLv1 ULT]","最大CP +[206~255]","10","306","","","●","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160","30","1318","[CP減少抑止Lv1]","減少限界CP +[1~3]","100","47","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"161","30","1319","[CP減少抑止Lv2]","減少限界CP +[4~10]","50","66","●","●","●","●","●","","","●","","●","●","●","●","","●","●","●","","●","●","●","●","","","●","","","●","●","●","●","●","●","●","","●","●","","","","●","●","","●","●","","","","●","","","●","","●","",""
"162","30","1320","[CP減少抑止Lv3]","減少限界CP +[11~20]","25","85","●","","●","●","","","","","","●","●","●","●","","","●","●","","●","●","●","●","","","●","","","","●","","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"515","30","1321","[CP減抑止Lv1 DX]","減少限界CP +[15~25]","10","235","","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"596","30","1322","[CP減抑止Lv1 ULT]","減少限界CP +[20~30]","10","335","","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"163","31","1401","[攻撃命中Lv1]","命中率 +1％","100","10","●","","●","●","●","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"164","31","1402","[攻撃命中Lv2]","命中率 +[2~3]％","100","25","●","","","●","","","●","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"165","31","1403","[攻撃命中Lv3]","命中率 +[4~5]％","100","40","●","","","","","","","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"166","31","1404","[攻撃命中Lv4]","命中率 +[6~7]％","50","55","","","","","","","","●","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"167","31","1405","[攻撃命中Lv5]","命中率 +[8~9]％","25","70","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"168","31","1406","[攻撃命中Lv6]","命中率 +[10~12]％","10","85","","","","","","","","","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"516","31","1451","[攻撃命中Lv1 DX]","命中率 +[10~15]％","10","285","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"597","31","1461","[攻撃命中Lv1 ULT]","命中率 +[12~18]％","10","385","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"917","31","30072","[バイル]","命中率 +20％","100","0","","","","","","","","","","","","","","","●","","","●","●","●","","","●","●","●","●","●","●","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","",""
"169","32","1407","[攻撃回避Lv1]","回避率 +1％","100","15","●","●","●","●","●","●","●","","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","●","","","","","","","●","●","","","","","●"
"170","32","1408","[攻撃回避Lv2]","回避率 +[2~3]％","100","30","●","●","","","●","●","●","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"171","32","1409","[攻撃回避Lv3]","回避率 +[4~5]％","100","45","","","","","","●","","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"172","32","1410","[攻撃回避Lv4]","回避率 +[6~7]％","50","60","","","","","","●","","","","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"173","32","1411","[攻撃回避Lv5]","回避率 +[8~9]％","25","75","","","","","","","","","","","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"174","32","1412","[攻撃回避Lv6]","回避率 +[10~12]％","10","90","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"517","32","1452","[攻撃回避Lv1 DX]","回避率 +[10~15]％","10","290","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"598","32","1462","[攻撃回避Lv1 ULT]","回避率 +[12~18]％","10","390","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"918","32","30073","[アリエル]","回避率 +20％","100","0","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"175","33","1413","[ブロック率Lv1]","ブロック率 +[3~5]％","100","5","●","●","","","●","","●","","","●","","●","","","●","","","","","","●","","","","","","","","","●","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"176","33","1414","[ブロック率Lv2]","ブロック率 +[5~10]％","60","18","","","","","","","●","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"177","33","1415","[ブロック率Lv3]","ブロック率 +[10~15]％","30","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"178","33","1416","[ブロック率Lv4]","ブロック率 +[15~25]％","15","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"518","33","1453","[ブロックLv1 DX]","ブロック率 +[15~28]％","10","280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"599","33","1463","[ブロックLv1 ULT]","ブロック率 +[25~30]％","10","380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"179","34","1417","[致命打率Lv1]","致命打発動確率 +[2~5]％","75","7","●","●","","","","","●","●","●","●","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"180","34","1418","[致命打率Lv2]","致命打発動確率 +[6~10]％","50","57","","","","","","","","●","●","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"519","34","1454","[致命打率Lv1 DX]","致命打発動確率 +[11~15]％","10","257","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"600","34","1464","[致命打率Lv1 ULT]","致命打発動確率 +[16~20]％","10","357","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"919","34","30074","[オベ]","致命打発動確率 +25％","100","0","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"181","35","1419","[決定打率Lv1]","決定打発動確率 +[1~2]％","25","33","●","●","","","","","●","●","●","","","●","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"182","35","1420","[決定打率Lv2]","決定打発動確率 +[3~4]％","13","66","","","","","","","","●","●","●","","","","","","","","","●","","●","","","","","","●","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"183","36","1421","[回避補正無視]","ターゲットの回避率補正値 無視","100","99","","","","","","","","","","●","","","","","","","","","●","","","","●","","●","","","●","","","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","●"
"184","37","1422","[命中補正無視]","攻撃者の命中率補正値 無視","100","99","","●","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"185","38","1423","[絶対命中]","命中率 100％","100","100","","","","","","","","","","","","","","","","","","","●","","","","●","","","","●","","","","","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"186","39","1501","[防御速度Lv1]","ブロッキング速度 +[25~50]％","50","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"187","39","1502","[防御速度Lv2]","ブロッキング速度 +[51~100]％","25","30","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","●","","","","","●","","","","","","","●","●","","","","","●"
"188","40","1503","[移動速度Lv1]","移動速度 +5％","100","5","●","●","●","●","●","●","","","","","","●","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","●","●","","●","●","","","","●","","","●","","","","●"
"189","40","1504","[移動速度Lv2]","移動速度 +10％","100","20","●","","","●","●","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"190","40","1505","[移動速度Lv3]","移動速度 +15％","100","40","","","","","","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","","●"
"191","40","1506","[移動速度Lv4]","移動速度 +20％","100","55","","","","","","","","","","","","","●","","","","","","●","","","","●","","","","","","","","●","","","●","","●","","","","","","","","","","","","","","","","","","","",""
"192","40","1507","[移動速度Lv5]","移動速度 +30％","100","60","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"520","40","1551","[移動速度Lv1 DX]","移動速度 +[30~35]％","50","210","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"601","40","1561","[移動速度Lv1 ULT]","移動速度 +[35~40]％","50","310","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"920","40","30075","[ニケ]","移動速度 +50％","100","0","","","","","","","","","","","","","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"193","41","1508","[攻撃速度Lv1]","攻撃速度  +[10~20]％","75","40","●","","","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"194","41","1509","[攻撃速度Lv2]","攻撃速度  +[21~35]％","50","65","","","","","","","●","●","●","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","●"
"195","41","1510","[攻撃速度Lv3]","攻撃速度  +[36~50]％","25","70","","","","","","","","●","","","","","","●","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"521","41","1552","[攻撃速度Lv1 DX]","攻撃速度  +[40~55]％","10","270","","","","","","","","●","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"602","41","1562","[攻撃速度Lv1 ULT]","攻撃速度  +[45~60]％","10","370","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"694","41","30031","[憤怒の]","攻撃速度  +30％","100","0","","","","","","","●","●","●","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"870","41","30051","[追跡者の]","攻撃速度  +40％","100","0","","","","","","","","●","","","","","","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","",""
"921","41","30076","[ペル]","攻撃速度  +65％","100","0","","","","","","","","●","","","","","","","●","●","●","","●","●","●","","","","●","","●","","●","●","●","","","●","","●","●","","","","","","","","","","","","","","","","","","",""
"196","42","1511","[薬回復Lv1]","ポーション回復速度 +[50~100]％増加","100","10","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"197","42","1512","[薬回復Lv2]","ポーション回復速度 +[101~200]％増加","90","15","●","","●","●","●","●","●","●","●","●","","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"198","42","1513","[薬回復Lv3]","ポーション回復速度 +[201~300]％増加","80","30","●","","","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","●"
"199","43","1514","[CP減少速度Lv1]","集中力 +[5~10]％","100","30","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"200","43","1515","[CP減少速度Lv2]","集中力 +[11~18]％","80","60","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","","●"
"201","43","1516","[CP減少速度Lv3]","集中力 +[19~30]％","60","90","●","●","●","●","●","●","●","●","●","●","●","●","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","","","●","●","●","●","●","","","","●","●","●","●","","●","",""
"523","43","1554","[CP減速Lv1 DX]","集中力 +[25~35]％","50","240","●","●","●","","","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"604","43","1564","[CP減速Lv1 ULT]","集中力 +[35~45]％","50","340","●","●","●","","","●","●","●","●","●","●","●","●","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202","44","1601","[火属性攻撃Lv1]","火ダメージ [2~3]~[3~4]","100","6","●","","●","","","","●","●","●","●","","●","","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●","●"
