"id","name","type","begin_year","begin_month","begin_day","end_year","end_month","end_day","str_unknown1","unknown1","str_unknown2","unknown2_0","unknown2_1","unknown2_2","unknown2_3","str_progress","unknown2_69","unknown2_70","unknown2_71","unknown2_72","has_extra","unknown2_74","unknown2_75","unknown2_76","unknown2_77","unknown2_78","unknown2_79","text1","text2","text3","text4","text5","text6","extra_0","extra_1","extra_2","extra_3","extra_4","extra_5","extra_6","extra_7","extra_8","extra_9","extra_10","extra_11","extra_12","extra_13","extra_14","extra_15"
"562","特訓","0","0","0","0","0","0","0","","0","ケニージャ","75","100","75","100","","511","47","0","255","0","0","0","0","0","0","0","field 323;
item 10 '野良犬の歯';
item 10 'ソードスパイダーの足';
_codeEnd
ウェテンロード / ケルチ大橋付近にいる野良犬とソードスパイダーを狩って、<c:GOLDYELLOW>野良犬の歯<n> 10個と<c:GOLDYELLOW>ソードスパイダーの足<n> 10個を集めよう。","field 374;
npc 374 'ケニージャ';
_codeEnd
すべてのアイテムがそろった。再び<c:GREEN>ケニージャ<n>のもとに戻ろう。","field 366;
item 10 'トレントの木切れ';
item 10 'ティンバーマンの木切れ';
_codeEnd
北フォーリンロード/ビガプール南部地域にいるトレントとティンバーマンを狩って<c:GOLDYELLOW>トレントの木切れ<n> 10個と<c:GOLDYELLOW>ティンバーマンの木切れ<n> 10個を集めよう。","field 374;
npc 374 'ケニージャ';
_codeEnd
すべてのアイテムをそろえた。再び<c:GREEN>ケニージャ<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","",""
"563","彼女のために","0","0","0","0","0","0","0","","0","ビクトリア","40","70","40","70","","511","15","0","255","0","0","0","0","0","0","0","field 373;
npc 373 'セリア';
_codeEnd
ビガプールの中央付近にいる<c:GREEN>セリア<n>と話し合おう。","field 407;
npc 407 'ニスケリア';
_codeEnd
港街シュトラセラトの銀行に行って<c:GREEN>ニスケリア<n>から情報を得よう。","field 74;
npc 74 'クラウド';
_codeEnd
港街ブリッジヘッドで<c:GREEN>クラウド<n>と話そう。彼の家は、街の中心部の住宅地域にあると言う。","field 374;
npc 374 'ビクトリア';
_codeEnd
ビッグアイにいる<c:GREEN>ビクトリア<n>に今までの話をしよう。","","","","","","","","","","","","","","","","","",""
"564","老兵の回想","0","0","0","0","0","0","0","","0","ブルナーク","40","70","40","70","","511","15","0","255","0","0","0","0","0","0","0","field 171;
_codeEnd
砂漠村リンケンで、<c:GREEN>フランコ<n>に関する情報を得るために村人々と話し合ってみよう。","field 171;
npc 171 'フランコ';
_codeEnd
砂漠村リンケンで、<c:GREEN>フランコ<n>を捜して彼と話そう。彼は湖近くの静かな場所で余生を過ごしているという。","field 374;
npc 374 'ブルナーク'
_codeEnd
ビッグアイに帰って<c:GREEN>ブルナーク<n>に、<c:GREEN>フランコ<n>に関する話を聞かせよう。","field 375;
npc 375 'トランキー'
_codeEnd
港街シュトラセラトに行って<c:GREEN>トランキー<n>を探そう。彼は街の南部海岸で雑用をしていると言う。","field 374;
npc 374 'ブルナーク'
_codeEnd
再び、ビッグアイに戻って<c:GREEN>ブルナーク<n>に報告しよう。","","","","","","","","","","","","","","","","",""
"565","食中毒","0","0","0","0","0","0","0","","0","ポゲル","50","70","50","70","","511","15","0","255","0","0","0","0","0","0","0","field 373;
npc 373 'ケズナー';
_codeEnd
ビガプールの中央建物地域で研究をしている<c:GREEN>ケズナー<n>を尋ねて、話し合おう。","field 374;
item 1 'ビッグアイ飲み水サンプル';
_codeEnd
ビッグアイの南から水を汲んで来よう。","field 373;
npc 373 'ケズナー';
_codeEnd
ビッグアイ飲み水サンプルを持って再び<c:GREEN>ケズナー<n>のもとに戻ろう。","field 374;
npc 374 'バーネス';
_codeEnd
ビッグアイ軍料理人<c:GREEN>バーネス<n>の所に行こう。彼は道路に近い建物で仕事をしている。","field 373;
npc 373 'ケズナー';
_codeEnd
食材料が入っているバケツを持って<c:GREEN>ケズナー<n>のもとに戻ろう。","field 374;
npc 374 'プレスト';
_codeEnd
ビッグアイの<c:GREEN>プレスト<n>に<c:GOLDYELLOW>ケズナーの報告書<n>を渡そう。彼には傭兵たちの宿舎付近で会うことができるはずだ。","","","","","","","","","","","","","","","",""
"566","ジェイクの補給品","0","0","0","0","0","0","0","","0","レリバード","70","100","70","100","","511","47","0","255","0","0","0","0","0","0","0","field 366;
npc 366 'ジェイク';
_codeEnd
北フォーリンロード/ビガプール南部地域で村の入口を守っている<c:GREEN>ジェイク<n>に<c:GOLDYELLOW>ジェイクの補給品<n>渡そう。","field 366;
monster 366 '殺人蚊の群れ';
item 5 '殺人蚊の針';
_codeEnd
北フォーリンロード/ビガプール南部地域にいる<c:CTPURPLE>殺人蚊の群れ<n>を倒し、<c:GOLDYELLOW>殺人蚊の針<n> 5本を集めよう。殺人蚊の群れは村の南部に広く分布している。","field 366;
npc 366 'ジェイク';
_codeEnd
再び<c:GREEN>ジェイク<n>のもとに戻って、<c:GOLDYELLOW>殺人蚊の針<n>5本を渡そう。","field 374;
npc 374 'レリバード';
_codeEnd
ビッグアイの<c:GREEN>レリバード<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","",""
"567","宝石鑑定士の資格獲得","0","0","0","0","0","0","0","","0","鑑定士ティレン","110","9999","110","9999","","511","15","0","255","1","0","0","0","0","0","0","field 196;
field 341;
field 282;
value '探し出した宝石の数 %d/3 個';
object 196,80,35,15 '怪しい柱';
object 196,89,35,15 '怪しい柱';
object 196,81,42,15 '怪しい柱';
object 196,89,42,15 '怪しい柱';
_codeEnd
アリアンの地下遺跡地B1で宝石1個を、クェレスプリング湖で1個を、バヘルのカルスト洞窟で1個を探し出せば良い。また、アリアンの地下遺跡地B1中央にある4個の柱には、にせ物の宝石が混ざっているかもしれないから、気を付けてよく見よう。","field 0;
npc 0 '鑑定士ティレン';
_codeEnd
3個の宝石を手に入れた。古都ブルンネンシュティグの宝石鑑定士の<c:GREEN>鑑定士ティレン<n>のもとに戻ろう。","field 196;
_codeEnd
手に入れてきた宝石の中に、にせ物の宝石が混じっていた。アリアンの地下遺跡地B1に移動して、もう一度宝石を探して来よう。","field 0;
npc 0 '鑑定士ティレン';
_codeEnd
3個の宝石を手に入れた。古都ブルンネンシュティグの宝石鑑定士の<c:GREEN>鑑定士ティレン<n>のもとに戻ろう。","","","3.0","0.0","0.0","0.0","7.0","0.0","0.0","0.0","79.0","0.0","0.0","0.0","2.0","0.0","0.0","0.0"
"568","宝石鑑定士の基礎マスター","0","0","0","0","0","0","0","","0","鑑定士ティレン","115","9999","115","9999","","511","15","0","255","0","0","0","0","0","0","0","field 201;
npc 201 'モリゴン';
_codeEnd
宝石鑑定に関して、より高度な学問を身につけるためには、リンケン宝石商人の<c:GREEN>モリゴン<n>から教材を手に入れてこなければならない。","field 171;
npc 171 'シャルル';
_codeEnd
リンケンの宝石商で働く<c:GREEN>モリゴン<n>が、個人的な頼み(手紙の配達)をしてきた。砂漠村リンケンの湖周辺にいる<c:GREEN>シャルル<n>に渡そう。","field 201;
npc 201 'モリゴン';
_codeEnd
<c:GREEN>シャルル<n>が<c:GREEN>モリゴン<n>の告白を受け入れてくれたようだ。この嬉しい話を早く伝えよう。","field 0;
npc 0 '鑑定士ティレン';
_codeEnd
宝石鑑定に関して、より高度な学問を身につけるために必要な教材を手に入れることができた。今すぐ<c:GREEN>鑑定士ティレン<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","",""
"569","少女とお父さん","0","0","0","0","0","0","0","","0","エミリー","95","130","95","130","","511","15","0","255","0","0","0","0","0","0","0","field 195;
npc 195 'セシル';
_codeEnd
少女のお父さんはアリアンの傭兵ギルドで働いているという。アリアン傭兵ギルドの<c:GREEN>セシル<n>を尋ねて、少女のお父さんの消息について聞いてみよう。","<c:GREEN>バントリー<n>は東プラトン街道 / イースタンブリッジ付近にあるアルパス地下監獄の秘密ダンジョンで孤立しているという。<c:GREEN>セシル<n>の話によると、秘密ダンジョンはパーティーを組まなければ探し出すことができないという。ただし、その場所は<c:YELLOW>110<n>レベル以上になると探索することができない。もし、<c:YELLOW>110<n>レベルを超えたらセシルのもとに帰るようにしよう。","<c:GREEN>バントリー<n>は重要な証拠品を<c:CTPURPLE>真紅の従者<n>に奪われたと言う。魔法陣の辺りで<c:CTPURPLE>真紅の従者<n>を見つけ出し、証拠品を回収しよう。","field 195;
npc 195 'セシル';
_codeEnd
<c:CTPURPLE>真紅の従者<n>の呪いで、<c:GREEN>バントリー<n>の証拠品である文書が燃えてしまった。<c:GOLDYELLOW>燃え残った文書<n>を持って、アリアン傭兵ギルドの<c:GREEN>セシル<n>のもとに戻ろう。","field 0;
npc 0 'エミリー';
_codeEnd
<c:GREEN>バントリー<n>からの手紙を引き受けた。ブルンネンシュティグの<c:GREEN>エミリー<n>に手紙を渡してあげよう。","field 600;
npc 600 'バントリー';
_codeEnd
<c:GREEN>エミリー<n>のお父さんである<c:GREEN>バントリー<n>は、小都市ビッグアイの応急治療室で治療を受けていると言う。彼を訪ねて行って話をしてみよう。","","","","","","","","","","","","","","","",""
"570","未完の任務","0","0","0","0","0","0","0","","0","セシル","120","300","120","300","","511","15","0","255","0","0","0","0","0","0","0","field 278;
npc 278 'イルレイン';
_codeEnd
傭兵ギルドの<c:GREEN>セシル<n>から、バヘル大河の水質汚染について調査依頼を受けた。バヘル大河 / 東バヘル川で、<c:GREEN>イルレイン<n>という傭兵を捜してみよう。東バヘル川から真っ直ぐ上がっていくと、捜すことができると言う。","field 283;
item 1 'きつい臭いのガス';
item 1 '怪しい花粉';
item 1 '怪しい石';
_codeEnd
<c:GREEN>イルレイン<n>は、バヘル川の上流である泉の水の穴に、水質汚染の原因があるようだと言う。いくつかのサンプルを採集して、<c:GREEN>イルレイン<n>の所に持って行こう。","field 278;
npc 278 'イルレイン';
_codeEnd
<c:GREEN>イルレイン<n>から頼まれたサンプルをすべて手に入れた。彼女の所に戻ってサンプルを渡そう。","field 195;
npc 195 'セシル';
_codeEnd
アリアン傭兵ギルドの<c:GREEN>セシル<n>に、バヘル川の水質汚染関連サンプルを渡そう。","field 255;
npc 255 'スターク';
_codeEnd
新しい任務の依頼主であるスマグ・ウィザードギルドの<c:GREEN>スターク<n>を尋ねて話をしてみよう。","field 195;
npc 195 'セシル';
_codeEnd
<c:GREEN>スターク<n>から、任務に関する新情報が書かれている依頼書を受け取った。アリアン傭兵ギルドの<c:GREEN>セシル<n>に、<c:GOLDYELLOW>更新されたウィザードギルドの依頼書<n>を渡そう。","","","","","","","","","","","","","","","",""
"571","真っ赤な足跡","0","0","0","0","0","0","0","","0","セシル","130","300","130","300","","511","15","0","255","0","0","0","0","0","0","0","field 104;
value '探し出した証拠品の数 %d/4 個';
_codeEnd
<c:GREEN>スターク<n>の情報によれば、<c:CTPURPLE>シア・ルフト<n>の足跡が、麻薬巣窟地下3階に残っているはずだと言う。そこの器物を調べて、跡を探し出してみよう。","field 195;
npc 195 'セシル';
_codeEnd
魔法のオーラが感じられる<c:GOLDYELLOW>赤黒いオーラの巻物<n>を見つけた。アリアン傭兵ギルドの<c:GREEN>セシル<n>に、この事を報告しよう。","field 255;
npc 255 'スターク';
_codeEnd
<c:GOLDYELLOW>赤黒いオーラの巻物<n>の封印を解くために、スマグ・ウィザードギルドの<c:GREEN>スターク<n>の所に行ってみよう。","field 48,251;
monster 48 'デスピンサー';
item 20 'デスピンサーの毒針';
item 1 '反魔法探知機';
_codeEnd
<c:GREEN>スターク<n>は文書にかかっている封印を解除するための材料を手に入れなければならないと言う。キャンサー気孔に生息する<c:CTPURPLE>デスピンサー<n>から入手できる<c:GOLDYELLOW>デスピンサーの毒針<n>が20個必要だ。そして、スマグ魔法用品店の<c:GREEN>カルナン<n>から<c:GOLDYELLOW>反魔法探知機<n>を受け取って来よう。","field 255;
npc 255 'スターク';
_codeEnd
すべての材料を集めた。急いで<c:GREEN>スターク<n>に材料を渡そう。","","","","","","","","","","","","","","","","",""
"572","真紅の魔法石","0","0","0","0","0","0","0","","0","スターク","170","300","170","300","","511","15","0","255","0","0","0","0","0","0","0","field 214;
value '町人の意見 %d/4 個';
_codeEnd
魔法都市スマグの住民たちから<c:CTPURPLE>シア・ルフト<n>の新しいうわさを聞いてみよう。","field 266;
monster 266 'メロウマウラー';
_codeEnd
ハンフィ山脈に位置した河口ダンジョン'ラ'で、<c:CTPURPLE>シア・ルフト<n>を見たという、うわさを聞いた。<c:CTPURPLE>メロウマウラー<n>というモンスターが彼と関係があるようだ。調査をしてみよう。","field 255;
npc 255 'スターク';
_codeEnd
ハンフィ山脈に位置した河口ダンジョン'ラ'で泉の穴から手に入れた<c:CTPURPLE>シア・ルフト<n>の魔法石と似ている品物をまた探し出した。急いで、<c:GREEN>スターク<n>に見せてあげよう。","field 195;
npc 195 'セシル';
_codeEnd
傭兵ギルドの部隊が、危機に陥るかもしれない状況だ。急いで、<c:GREEN>セシル<n>に魔法石の危険性を知らせるようにしよう。","field 255;
npc 255 'スターク';
_codeEnd
<c:CTPURPLE>シア・ルフト<n>の魔法石によって、傭兵ギルドの部隊が多大な被害を受けた。<c:GREEN>セシル<n>が状況を確認する間、スマグ・ウィザードギルドの<c:GREEN>スターク<n>に魔法石の対処方法について聞いてみよう。","","","","","","","","","","","","","","","","",""
"573","安定剤製作","0","0","0","0","0","0","0","","0","スターク","170","300","170","300","","511","15","0","255","0","0","0","0","0","0","0","field 36,74,195,73;
npc 36 'ハギン';
npc 74 '倉庫番ネビル';
npc 195 'セシル';
npc 73 'マージルリンド';
item 4 '空洞のクリスタル';
item 20 '海スコーピオンの角質';
item 1 'ねばねばした砂';
item 1 '海の清水';
_codeEnd
<c:CTPURPLE>シア・ルフト<n>が作った魔法石の爆発を阻むための安定剤を製作しなければならない。すでに、<c:GREEN>スターク<n>が安定剤の製作に必要な材料類を注文しておいたと言うから、急いで材料を引き取りに行こう。","field 255;
npc 255 'スターク';
_codeEnd
安定剤の製作のための材料をすべて手に入れた。急いで<c:GREEN>スターク<n>に材料を渡そう。","field 195;
npc 195 'セシル';
_codeEnd
安定剤の製作に成功した。アリアン傭兵ギルドの<c:GREEN>セシル<n>にこの事を伝えた後、次の計画を聞こう。","field 195;
npc 195 'セシル';
_codeEnd
<c:GREEN>セシル<n>は今回の任務の危険度を考慮して、<c:YELLOW>全員のレベルが210以上<n>のメンバーで、パーティーを組まなければならないと言う。まずは、力になる仲間たちを集めてから、<c:GREEN>セシル<n>に次の計画を聞くことにしよう。","","安定剤の製作には成功したが、今の能力では効能が現われないそうだ。レベルを<c:YELLOW>185<n>以上に成長させた後、また、<c:GREEN>セシル<n>に会うことにしよう。","","","","","","","","","","","","","","","",""
"574","シア・ルフト","0","0","0","0","0","0","0","","0","セシル","210","300","210","300","","511","15","0","255","0","0","0","0","0","0","0","<c:YELLOW>全員のレベルが210以上<n>のパーティーで、ハンヒ山脈に位置する河口ダンジョン‘ラ’B2の秘密ダンジョンを探しに行こう。そこに行けば、傭兵ギルドの偵察兵に会えると言う。ここの秘密ダンジョンは<c:YELLOW>300<n>レベル以上になると探索することができないと言う。もし、<c:YELLOW>300<n>レベルを超えていたら、セシルのもとに戻ろう。","value '救出した傭兵 %d/5 人';
_CodeEnd
他のパーティーメンバーがモンスター達の目を引いてくれているうちに、人質として捕まえられた<c:YELLOW>5人の傭兵<n>を救出しよう。そして、今回の事件の元凶である<c:CTPURPLE>シア・ルフト<n>を退治しよう。","field 195;
npc 195 'セシル';
_codeEnd
<c:CTPURPLE>シア・ルフト<n>を退治した。アリアン傭兵ギルドの<c:GREEN>セシル<n>の所に戻って、この事を報告しよう。","field 255;
npc 255 'スターク';
_codeEnd
任務完了の報告書をスマグ・ウィザードギルドの<c:GREEN>スターク<n>に渡そう。","","","","","","","","","","","","","","","","","",""
"575","1ランク ギルドホール獲得","0","0","0","0","0","0","0","","0","ベリス","1","9999","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 206;
npc 206 'クリストファー';
_codeEnd
ギルドホール申請のための必要な書類は、全部で 3種類だ。その中でも一番先に手に入れなければならない書類は、<c:GOLDYELLOW>クリストファー・ニルケの許可書<n>だ。まずは、タトバ山のどこかにいる<c:GREEN>クリストファー・ニルケ<n>を捜してみよう。","field 206;
npc 206 'クリストファー';
_codeEnd
運が悪いことに、<c:GREEN>クリストファー・ニルケ<n>は、自分の鞄を山のどこかで失くしてしまったという。<c:GOLDYELLOW>クリストファー・ニルケの許可書<n>をもらうためには、<c:GOLDYELLOW>クリストファー・ニルケの鞄<n>を探してあげなければならない。タトバ山の木や岩の裏などを調べて、<c:GOLDYELLOW>クリストファー・ニルケの鞄<n>を探し出して、<c:GREEN>クリストファー・ニルケ<n>に渡そう。","field 0;
npc 0 'エルランドフォア';
_codeEnd
ギルドホール受付のための必要な書類はすべて三つの種類だ。これから二番目に得なければならない書類は<c:GOLDYELLOW>エルランドフォアの推薦状<n>だ。<c:GREEN>エルランドフォア<n>はゴドム共和国の常任議員としてギルドホール建立に多大な力を注いでくれた人だ。現在、彼は古都ブルンネンシュティグ内にいる。","field 95;
npc 95 'ドミンゴペリー';
_codeEnd
ギルドホール受付のための必要な書類はすべて三つの種類だ。最後に得なければならない書類は<c:GOLDYELLOW>ドミンゴペリーの契約書<n>だ。<c:GREEN>ドミンゴペリー<n>はブルンギルド連合会の人で現在ギルドホールの総マネージャーを引き受けている人だ。彼は現在ブルンネンシュティグにあるブルンギルド連合会ギルドホール管理所の中にいる。","field 95;
npc 95 'ドミンゴペリー';
_codeEnd
<c:GREEN>ドミンゴペリー<n>は、ギルドホールを所有できる能力を持つギルドマスターなのかどうかを試すために、8人のパーティーを作ってから、自分のもとにまた来いと言う。<c:GREEN>ドミンゴペリー<n>にまた声を掛ける時は、必ずパーティーリーダーでなければならない。また、8人とパーティー状態を維持していなければならない。","field 95;
npc 95 'ベリス';
_codeEnd
三種類の書類がすべて集まった。これからまたブルンギルド連合会ギルドホール管理所内にいる<c:GREEN>ベリス<n>の所に行って、書類を渡そう。そして彼女に、寄金100万ゴールドを支払えば、ギルドホールを所有できるようになる。","","","","","","","","","","","","","","","",""
"576","バレンタインデー","0","0","0","0","0","0","0","","0","ジェイナ","1","9999","1","9999","","511","43","0","255","0","0","0","0","0","0","0","field 0;
npc 0 'ジェイナ';
_codeEnd
ジェイナのチョコレート店に運送されたチョコレートが、すべてモンスターたちに奪われてしまった。少なくとも100個以上の<c:GOLDYELLOW>チョコレートのかけら<n>を取り返して、<c:GREEN>ジェイナ<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","","","","",""
"577","ホワイトデー","0","0","0","0","0","0","0","","0","クララ","1","9999","1","9999","","511","43","0","255","0","0","0","0","0","0","0","field 0;
npc 0 'クララ';
_codeEnd
クララのキャンディー店に運送されたキャンディーが、すべてモンスターたちに奪われてしまった。少なくとも100個以上の<c:GOLDYELLOW>キャンディーのかけら<n>を取り返して、<c:GREEN>クララ<n>のもとに戻ろう。","","","","","","","","","","","","","","","","","","","","",""
"578","模範生の姿勢","0","2010","10","10","2010","10","10","","0","ケーリ先生","1","9999","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 'ケーリ先生';
_codeEnd
今日から30日間、<c:GREEN>ケーリ先生<n>の指導を受けようと決心した。一日に一回ずつ、先生を訪ねて出席チェックを受けよう。","","","","","","","","","","","","","","","","","","","","",""
"579","自然を取り戻そう","0","0","0","0","0","0","0","","0","山神","1","9999","1","9999","","511","43","0","255","0","0","0","0","0","0","0","field 10;
npc 10 '山神';
_codeEnd
少なくとも10人以上の<c:CTPURPLE>山林破壊犯<n>たちを<c:GOLDYELLOW>小さな種子<n>にしたら、<c:GREEN>山神<n>様の所へ戻ろう。","","","","","","","","","","","","","","","","","","","","",""
"580","師匠の教え","0","2010","10","10","2010","10","10","","0","ケーリ先生","1","9999","1","9999","","511","39","0","255","0","0","0","0","0","0","0","field 0;
NPC 0 'ケーリ先生';
_codeEnd
<c:GREEN>ケーリ先生<n>のフランデル大陸冒険家実力テストが始まった。結果が良ければ賞も受け取ることができる。最善をつくそう。","field 0;
NPC 0 'ケーリ先生';
_codeEnd
試験を受けている途中に逃げてしまった。<c:GREEN>ケーリ先生<n>に謝ろう。","field 0;
NPC 0 'ケーリ先生';
_codeEnd
試験問題をすべて解いた。<c:GREEN>ケーリ先生<n>に試験結果を聞いてみよう。","","","","","","","","","","","","","","","","","","",""
"581","消えない花火","0","0","0","0","0","0","0","","0","ジェネガー議員","1","9999","1","9999","","511","43","0","255","0","0","0","0","0","0","0","field 0;
npc 0 'ジェネガー議員';
_codeEnd
今日から6日間、<c:GREEN>ジェネガー議員<n>が主催する<c:GOLDYELLOW>愛国のともし火<n>の火が消えないようにするという催し、国の為に殉職した勇者たちへの追悼行事に参加する事にした。毎日彼を訪ねて、ともし火の火が消えないように油をもらって来るようにしよう。","","","","","","","","","","","","","","","","","","","","",""
"582","最高の冒険譚 1","0","2010","10","10","2010","10","10","","0","小説家アーティー","0","0","0","0","","511","35","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>は一人の英雄をモデルにした小説を書こうとしている。彼に冒険談を話して、彼が集めたという神秘な箱も見てみよう。","","","","","","","","","","","","","","","","","","","","",""
"583","最高の冒険譚 2","0","2010","10","10","2010","10","10","","0","小説家アーティー","0","0","0","0","","511","35","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>は一人の英雄をモデルにした小説を書こうとしている。彼に冒険談を話して、彼が集めたという神秘な箱も見てみよう。","","","","","","","","","","","","","","","","","","","","",""
"584","最高の冒険譚 3","0","2010","10","10","2010","10","10","","0","小説家アーティー","0","0","0","0","","511","35","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>は一人の英雄をモデルにした小説を書こうとしている。彼に冒険談を話して、彼が集めたという神秘な箱も見てみよう。","","","","","","","","","","","","","","","","","","","","",""
"585","アーティーの年代記 1巻","0","0","0","0","0","0","0","","0","小説家アーティー","0","0","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問を受けている途中、逃げてしまった。再び質問を受けるために、彼のもとに戻ろう。","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問に全部答えた。彼の判定を待った後、もう一度、話しかけてみよう。","","","","","","","","","","","","","","","","","","","",""
"586","アーティーの年代記 2巻","0","0","0","0","0","0","0","","0","小説家アーティー","0","0","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問を受けている途中、逃げてしまった。再び質問を受けるために、彼のもとに戻ろう。","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問に全部答えた。彼の判定を待った後、もう一度、話しかけてみよう。","","","","","","","","","","","","","","","","","","","",""
"587","アーティーの年代記 3巻","0","0","0","0","0","0","0","","0","小説家アーティー","0","0","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問を受けている途中、逃げてしまった。再び質問を受けるために、彼のもとに戻ろう。","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問に全部答えた。彼の判定を待った後、もう一度、話しかけてみよう。","","","","","","","","","","","","","","","","","","","",""
"588","アーティーの年代記 4巻","0","0","0","0","0","0","0","","0","小説家アーティー","0","0","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問を受けている途中、逃げてしまった。再び質問を受けるために、彼のもとに戻ろう。","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問に全部答えた。彼の判定を待った後、もう一度、話しかけてみよう。","","","","","","","","","","","","","","","","","","","",""
"589","アーティーの年代記 5巻","0","0","0","0","0","0","0","","0","","0","0","1","9999","","511","47","0","255","0","0","0","0","0","0","0","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問を受けている途中、逃げてしまった。再び質問を受けるために、彼のもとに戻ろう。","field 0;
npc 0 '小説家アーティー';
_codeEnd
<c:GREEN>小説家アーティー<n>の質問に全部答えた。彼の判定を待った後、もう一度、話しかけてみよう。","","","","","","","","","","","","","","","","","","","",""
"590","巨富の預金誘致","0","0","0","0","0","0","0","","2","セルダン","80","9999","80","9999","","511","28687","0","1","0","0","0","0","0","0","0","value '<c:GOLDYELLOW>ビガプール銀行の署名済み預金措置同意書<n> %d/5'

npc 373 'ホベルク公爵'
npc 373 'レノン伯爵'
npc 0 'ベルディノ公爵'
npc 0 'クロアン子爵'
npc 310 '領主メディッチ'

_codeEnd
ビガプール銀行の<c:GREEN>セルダン<n>のお手伝いで、新興王国ビガプールの<c:GREEN>ホベルク公爵<n>、<c:GREEN>レノン伯爵<n>。そして、古都ブルンネンシュティグの<c:GREEN>ベルディノ公爵<n>、<c:GREEN>クロアン子爵<n>、大きな町 バリアートの<c:GREEN>領主メディッチ<n>のところに行き、ビガプール銀行に預金を預け入れてもらえるように説得して、同意書に署名してもらわなければならない。","field 398;
npc 398 'セルダン'
value '<c:GOLDYELLOW>ビガプール銀行の署名済み預金措置同意書<n> %d/5 [署名済]'
_codeEnd
<c:GREEN>セルダン<n>が希望した5人から同意書に署名してもらえた。ビガプール銀行に戻ろう。","field 130;
npc 130 'サンティアル公爵'
_codeEnd
現在、バヘル大河 / 東バヘル川の辺りを旅の途中だという<c:GREEN>サンティアル公爵<n>に旅行資金を手渡さなければならない。彼は、森の近くにいるという。","field 130;
npc 130 'サンティアル公爵'
_codeEnd
現在、バヘル大河 / 東バヘル川の辺りを旅の途中だという<c:GREEN>サンティアル公爵<n>に旅行資金を手渡さなければならない。彼は、森の近くにいるという。","field 398;
npc 398 'セルダン'
_codeEnd
<c:GREEN>サンティアル公爵<n>に旅行資金を手渡した。ビガプール銀行の<c:GREEN>セルダン<n>のところに戻ろう。","","","","","","","","","","","","","","","","",""
